0,1,2,3
838.940002441,797.815490723,832.360046387,832.360046387
838.940002441,802.750427246,834.005004883,834.005004883
838.940002441,806.040344238,834.005004883,829.070068359
842.229919434,801.105407715,837.29498291,835.650024414
848.809875488,806.040344238,840.584960938,840.584960938
843.874938965,812.620300293,830.715087891,832.360046387
847.164855957,810.975280762,835.650024414,835.650024414
845.519897461,812.620300293,842.229919434,838.940002441
843.874938965,806.040344238,848.809875488,843.874938965
843.874938965,806.040344238,847.164855957,850.454833984
843.874938965,822.49017334,840.584960938,838.940002441
843.874938965,820.845214844,838.940002441,840.584960938
848.809875488,822.49017334,837.29498291,843.874938965
845.519897461,827.425109863,837.29498291,837.29498291
848.809875488,829.070068359,840.584960938,840.584960938
845.519897461,832.360046387,834.005004883,832.360046387
848.809875488,829.070068359,834.005004883,829.070068359
853.744812012,822.49017334,837.29498291,834.005004883
853.744812012,825.780151367,837.29498291,834.005004883
850.454833984,824.135131836,842.229919434,845.519897461
847.164855957,835.650024414,830.715087891,830.715087891
850.454833984,837.29498291,837.29498291,840.584960938
850.454833984,830.715087891,837.29498291,848.809875488
855.389770508,824.135131836,840.584960938,853.744812012
845.519897461,827.425109863,840.584960938,840.584960938
840.584960938,834.005004883,829.070068359,832.360046387
842.229919434,832.360046387,834.005004883,842.229919434
845.519897461,829.070068359,837.29498291,847.164855957
843.874938965,820.845214844,840.584960938,860.324707031
834.005004883,827.425109863,835.650024414,845.519897461
834.005004883,834.005004883,830.715087891,832.360046387
834.005004883,830.715087891,842.229919434,835.650024414
835.650024414,837.29498291,838.940002441,830.715087891
837.29498291,827.425109863,847.164855957,840.584960938
832.360046387,830.715087891,835.650024414,838.940002441
834.005004883,834.005004883,834.005004883,829.070068359
838.940002441,824.135131836,845.519897461,835.650024414
835.650024414,819.200195312,848.809875488,840.584960938
829.070068359,814.265258789,850.454833984,837.29498291
834.005004883,814.265258789,847.164855957,843.874938965
825.780151367,819.200195312,834.005004883,827.425109863
825.780151367,824.135131836,830.715087891,817.555236816
834.005004883,815.91027832,835.650024414,832.360046387
829.070068359,819.200195312,827.425109863,825.780151367
834.005004883,817.555236816,843.874938965,832.360046387
834.005004883,817.555236816,847.164855957,838.940002441
832.360046387,822.49017334,843.874938965,832.360046387
838.940002441,819.200195312,843.874938965,843.874938965
845.519897461,820.845214844,840.584960938,845.519897461
843.874938965,825.780151367,829.070068359,834.005004883
842.229919434,817.555236816,829.070068359,843.874938965
840.584960938,814.265258789,837.29498291,845.519897461
838.940002441,819.200195312,838.940002441,837.29498291
842.229919434,817.555236816,835.650024414,838.940002441
842.229919434,812.620300293,838.940002441,843.874938965
834.005004883,814.265258789,825.780151367,829.070068359
838.940002441,809.330322266,834.005004883,837.29498291
840.584960938,806.040344238,843.874938965,842.229919434
834.005004883,807.68536377,837.29498291,829.070068359
835.650024414,801.105407715,842.229919434,834.005004883
830.715087891,789.590576172,842.229919434,838.940002441
827.425109863,779.720703125,838.940002441,840.584960938
842.229919434,786.300598145,834.005004883,850.454833984
832.360046387,799.460449219,829.070068359,830.715087891
822.49017334,804.395385742,824.135131836,812.620300293
843.874938965,804.395385742,834.005004883,830.715087891
840.584960938,802.750427246,834.005004883,830.715087891
847.164855957,802.750427246,834.005004883,835.650024414
850.454833984,807.68536377,824.135131836,824.135131836
845.519897461,802.750427246,820.845214844,824.135131836
855.389770508,797.815490723,817.555236816,827.425109863
861.969726562,797.815490723,819.200195312,827.425109863
857.034729004,796.170471191,820.845214844,832.360046387
843.874938965,791.235534668,820.845214844,822.49017334
845.519897461,787.945556641,820.845214844,830.715087891
848.809875488,791.235534668,827.425109863,840.584960938
847.164855957,804.395385742,820.845214844,825.780151367
848.809875488,807.68536377,820.845214844,827.425109863
853.744812012,804.395385742,824.135131836,832.360046387
852.09979248,799.460449219,830.715087891,835.650024414
852.09979248,806.040344238,834.005004883,834.005004883
852.09979248,807.68536377,834.005004883,837.29498291
843.874938965,814.265258789,827.425109863,829.070068359
842.229919434,822.49017334,822.49017334,827.425109863
840.584960938,815.91027832,825.780151367,842.229919434
840.584960938,819.200195312,827.425109863,845.519897461
843.874938965,830.715087891,830.715087891,835.650024414
848.809875488,829.070068359,840.584960938,842.229919434
845.519897461,830.715087891,838.940002441,837.29498291
840.584960938,827.425109863,840.584960938,845.519897461
838.940002441,822.49017334,837.29498291,852.09979248
837.29498291,834.005004883,824.135131836,834.005004883
837.29498291,830.715087891,830.715087891,838.940002441
840.584960938,838.940002441,820.845214844,832.360046387
838.940002441,832.360046387,827.425109863,838.940002441
842.229919434,832.360046387,837.29498291,840.584960938
847.164855957,834.005004883,838.940002441,840.584960938
848.809875488,827.425109863,848.809875488,850.454833984
843.874938965,824.135131836,842.229919434,845.519897461
842.229919434,834.005004883,827.425109863,820.845214844
850.454833984,825.780151367,842.229919434,843.874938965
853.744812012,825.780151367,840.584960938,842.229919434
853.744812012,822.49017334,842.229919434,838.940002441
855.389770508,815.91027832,847.164855957,852.09979248
843.874938965,820.845214844,834.005004883,832.360046387
847.164855957,815.91027832,840.584960938,840.584960938
843.874938965,807.68536377,837.29498291,842.229919434
843.874938965,802.750427246,840.584960938,843.874938965
847.164855957,801.105407715,840.584960938,852.09979248
838.940002441,810.975280762,827.425109863,832.360046387
838.940002441,812.620300293,829.070068359,835.650024414
840.584960938,815.91027832,820.845214844,824.135131836
842.229919434,815.91027832,820.845214844,822.49017334
838.940002441,814.265258789,825.780151367,832.360046387
842.229919434,819.200195312,824.135131836,829.070068359
842.229919434,822.49017334,820.845214844,827.425109863
845.519897461,824.135131836,827.425109863,834.005004883
843.874938965,822.49017334,825.780151367,835.650024414
838.940002441,817.555236816,827.425109863,830.715087891
838.940002441,814.265258789,834.005004883,842.229919434
835.650024414,817.555236816,829.070068359,834.005004883
835.650024414,814.265258789,825.780151367,834.005004883
837.29498291,810.975280762,829.070068359,834.005004883
835.650024414,817.555236816,832.360046387,829.070068359
835.650024414,825.780151367,827.425109863,819.200195312
832.360046387,824.135131836,824.135131836,822.49017334
824.135131836,834.005004883,817.555236816,812.620300293
830.715087891,832.360046387,825.780151367,822.49017334
837.29498291,830.715087891,832.360046387,838.940002441
840.584960938,842.229919434,837.29498291,834.005004883
843.874938965,840.584960938,830.715087891,830.715087891
847.164855957,834.005004883,832.360046387,834.005004883
842.229919434,832.360046387,829.070068359,834.005004883
838.940002441,834.005004883,827.425109863,830.715087891
840.584960938,837.29498291,827.425109863,830.715087891
842.229919434,835.650024414,829.070068359,840.584960938
850.454833984,840.584960938,832.360046387,840.584960938
853.744812012,837.29498291,837.29498291,847.164855957
847.164855957,840.584960938,830.715087891,837.29498291
847.164855957,834.005004883,837.29498291,843.874938965
847.164855957,829.070068359,835.650024414,845.519897461
843.874938965,829.070068359,834.005004883,843.874938965
845.519897461,829.070068359,834.005004883,843.874938965
847.164855957,834.005004883,827.425109863,837.29498291
848.809875488,825.780151367,832.360046387,845.519897461
842.229919434,819.200195312,829.070068359,847.164855957
840.584960938,829.070068359,830.715087891,835.650024414
838.940002441,825.780151367,832.360046387,835.650024414
835.650024414,825.780151367,827.425109863,834.005004883
835.650024414,825.780151367,829.070068359,834.005004883
832.360046387,817.555236816,834.005004883,834.005004883
